"maSum" "id" "sire" "mastitis" "birth" "herd" "fresh" "dim" "logDim" "ord"
"0" "HOUSA00092VDL15" "HOUSA0000021032" "0" "1998" "92200308" "2002" 67 4.2046926194 555
"0" "HOUSA0000605372" "HOUSA0000021032" "0" "2001" "93080614" "2003" 257 5.5490760849 555
"0" "HOUSA0000605372" "HOUSA0000021032" "0" "2001" "93080614" "2003" 330 5.7990926545 555
"0" "HOUSA0000605372" "HOUSA0000021032" "0" "2001" "93080614" "2003" 270 5.598421959 555
"0" "HOUSA0000605372" "HOUSA0000021032" "0" "2001" "93080614" "2003" 262 5.5683445038 555
"0" "HOUSA0000605372" "HOUSA0000021032" "0" "2001" "93080614" "2003" 438 6.0822189104 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 333 5.80814249 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 263 5.5721540322 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 305 5.7203117766 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 410 6.0161571597 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 339 5.8260001074 555
"0" "HOUSA0000605373" "HOUSA0000021032" "0" "2001" "93080614" "2003" 352 5.8636311756 555
"0" "HOUSA0000605374" "HOUSA0000021032" "0" "2001" "93080614" "2003" 330 5.7990926545 555
"0" "HOUSA0000605374" "HOUSA0000021032" "0" "2001" "93080614" "2003" 293 5.680172609 555
"0" "HOUSA0000605374" "HOUSA0000021032" "0" "2001" "93080614" "2004" 329 5.7960577508 555
"1" "HOUSA0000605375" "HOUSA0000021032" "1" "2001" "93080614" "2004" 287 5.6594822158 555
"0" "HOUSA0000605375" "HOUSA0000021032" "0" "2001" "93080614" "2004" 355 5.8721177895 555
"0" "HOUSA0000605375" "HOUSA0000021032" "0" "2001" "93080614" "2004" 358 5.8805329864 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2003" 289 5.6664266881 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2003" 362 5.8916442118 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2003" 272 5.6058020663 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2004" 490 6.1944053911 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2003" 338 5.8230458955 555
"0" "HOUSA0000605376" "HOUSA0000021032" "0" "2001" "93080614" "2004" 168 5.1239639794 555
"0" "HOUSA0000609155" "HOUSA0000021032" "0" "2002" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000609155" "HOUSA0000021032" "0" "2002" "93080614" "2004" 251 5.5254529391 555
"0" "HOUSA0000609156" "HOUSA0000021032" "0" "2002" "93080614" "2005" 311 5.7397929122 555
"0" "HOUSA0000609157" "HOUSA0000021032" "0" "2003" "93080614" "2005" 279 5.6312117818 555
"0" "HOUSA0000609157" "HOUSA0000021032" "0" "2003" "93080614" "2005" 302 5.7104270174 555
"0" "HOUSA0000609157" "HOUSA0000021032" "0" "2003" "93080614" "2005" 309 5.7333412769 555
"0" "HOUSA0000609157" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 291 5.6733232672 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 335 5.8141305318 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 313 5.7462031905 555
"0" "HOUSA0000609158" "HOUSA0000021032" "0" "2003" "93080614" "2005" 271 5.6021188209 555
"0" "HOUSA0000609159" "HOUSA0000021032" "0" "2003" "93080614" "2005" 331 5.8021183754 555
"0" "HOUSA0000609159" "HOUSA0000021032" "0" "2003" "93080614" "2005" 261 5.5645204073 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 286 5.6559918108 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 353 5.8664680569 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 287 5.6594822158 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 267 5.5872486584 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 119 4.7791234931 555
"0" "HOUSA0000613118" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000613119" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000613119" "HOUSA0000021032" "0" "2003" "93080614" "2005" 353 5.8664680569 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 349 5.8550719222 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 256 5.5451774445 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 350 5.8579331545 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 284 5.6489742382 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 297 5.6937321388 555
"0" "HOUSA0000613120" "HOUSA0000021032" "0" "2003" "93080614" "2005" 279 5.6312117818 555
"0" "HOUSA0000613121" "HOUSA0000021032" "0" "2003" "93080614" "2005" 349 5.8550719222 555
"0" "HOUSA0000613121" "HOUSA0000021032" "0" "2003" "93080614" "2005" 330 5.7990926545 555
"0" "HOUSA0000613121" "HOUSA0000021032" "0" "2003" "93080614" "2005" 342 5.8348107371 555
"0" "HOUSA0000613122" "HOUSA0000021032" "0" "2003" "93080614" "2005" 395 5.9788857649 555
"0" "HOUSA00093ZAJ77" "HOUSA0000021032" "0" "1999" "93080614" "2002" 330 5.7990926545 555
"0" "HOUSA00093ZAJ77" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ77" "HOUSA0000021032" "0" "1999" "93080614" "2001" 999 6.9067547786 555
"0" "HOUSA00093ZAJ78" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ80" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ80" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ80" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 285 5.6524891803 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 297 5.6937321388 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 365 5.8998973536 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 132 4.8828019226 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 278 5.6276211137 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 271 5.6021188209 555
"0" "HOUSA00093ZAJ81" "HOUSA0000021032" "0" "1999" "93080614" "2001" 276 5.6204008657 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 288 5.6629604801 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 574 6.3526293963 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 271 5.6021188209 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 282 5.6419070709 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 250 5.5214609179 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2002" 403 5.9989365619 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 303 5.7137328055 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 272 5.6058020663 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 296 5.6903594543 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 290 5.669880923 555
"0" "HOUSA00093ZAJ82" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2002" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2002" 367 5.9053618481 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2001" 280 5.6347896032 555
"0" "HOUSA00093ZAJ83" "HOUSA0000021032" "0" "1999" "93080614" "2002" 330 5.7990926545 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2002" 329 5.7960577508 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2002" 324 5.7807435158 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2002" 727 6.5889264775 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2002" 330 5.7990926545 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2002" 416 6.0306852603 555
"0" "HOUSA00093ZAJ84" "HOUSA0000021032" "0" "1999" "93080614" "2001" 330 5.7990926545 555
"0" "HOUSA0000600255" "HOUSA0000021032" "0" "1999" "93100339" "2002" 472 6.1569789856 555
"0" "HOUSA0001237480" "HOUSA0000021032" "0" "1997" "93100339" "2003" 293 5.680172609 555
"0" "HOUSA0001298127" "HOUSA0000021032" "0" "2000" "93100339" "2001" 330 5.7990926545 555
"0" "HOUSA00093SUR49" "HOUSA0000021032" "0" "2001" "93160389" "2003" 322 5.7745515455 555
"0" "HOUSA00093SUR49" "HOUSA0000021032" "0" "2001" "93160389" "2003" 302 5.7104270174 555
"0" "HOUSA00093SUR49" "HOUSA0000021032" "0" "2001" "93160389" "2003" 290 5.669880923 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 288 5.6629604801 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 389 5.9635793436 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 407 6.0088131854 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 202 5.3082676974 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 276 5.6204008657 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 265 5.579729826 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 330 5.7990926545 555
"0" "HOUSA00093SXD93" "HOUSA0000021032" "0" "2001" "93160389" "2003" 296 5.6903594543 555
"0" "HOUSA0000605679" "HOUSA0000021032" "0" "2001" "93240540" "2003" 290 5.669880923 555
"0" "HOUSA0000605679" "HOUSA0000021032" "0" "2001" "93240540" "2003" 280 5.6347896032 555
"1" "HOUSA0000605680" "HOUSA0000021032" "1" "2001" "93240540" "2003" 330 5.7990926545 555
"2" "HOUSA00093SLI78" "HOUSA0000021032" "1" "1999" "93240666" "2001" 330 5.7990926545 555
"2" "HOUSA00093SMI90" "HOUSA0000021032" "1" "1999" "93240666" "2001" 330 5.7990926545 555
"0" "HOUSA00093SMI90" "HOUSA0000021032" "0" "1999" "93240666" "2002" 305 5.7203117766 555
"0" "HOUSA00093SMI93" "HOUSA0000021032" "0" "1999" "93240666" "2001" 616 6.4232469635 555
"1" "HOUSA00093SMI93" "HOUSA0000021032" "1" "1999" "93240666" "2001" 330 5.7990926545 555
"0" "HOUSA00093SRH41" "HOUSA0000021032" "0" "2000" "93240666" "2002" 310 5.7365722975 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240666" "2002" 313 5.7462031905 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240666" "2003" 466 6.1441856341 555
"1" "HOUSA00093SRH42" "HOUSA0000021032" "1" "2000" "93240666" "2002" 323 5.7776523232 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240666" "2002" 315 5.7525726388 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240666" "2002" 338 5.8230458955 555
"0" "HOUSA00093SRH43" "HOUSA0000021032" "0" "2000" "93240666" "2002" 287 5.6594822158 555
"1" "HOUSA00093SRH44" "HOUSA0000021032" "1" "2000" "93240666" "2002" 102 4.6249728133 555
"4" "HOUSA00093SRH44" "HOUSA0000021032" "1" "2000" "93240666" "2002" 392 5.9712618398 555
"0" "HOUSA00093SRH44" "HOUSA0000021032" "0" "2000" "93240666" "2002" 336 5.81711116 555
"0" "HOUSA00093SRH44" "HOUSA0000021032" "0" "2000" "93240666" "2002" 403 5.9989365619 555
"1" "HOUSA00093SRH44" "HOUSA0000021032" "1" "2000" "93240666" "2002" 694 6.5424719605 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 470 6.1527326947 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 273 5.6094717952 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 345 5.843544417 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 276 5.6204008657 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 313 5.7462031905 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 594 6.3868793194 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240666" "2002" 258 5.5529595849 555
"0" "HOUSA00093SDY72" "HOUSA0000021032" "0" "1995" "93240985" "2002" 273 5.6094717952 555
"0" "HOUSA00093SDY73" "HOUSA0000021032" "0" "1995" "93240985" "2002" 526 6.2653012127 555
"0" "HOUSA00093SHV62" "HOUSA0000021032" "0" "1997" "93240985" "2002" 514 6.2422232655 555
"0" "HOUSA00093SHV63" "HOUSA0000021032" "0" "1997" "93240985" "2002" 36 3.5835189385 555
"0" "HOUSA00093SHV69" "HOUSA0000021032" "0" "1997" "93240985" "2003" 510 6.2344107257 555
"2" "HOUSA00093SRH41" "HOUSA0000021032" "1" "2000" "93240985" "2002" 592 6.3835066349 555
"0" "HOUSA00093SRH41" "HOUSA0000021032" "0" "2000" "93240985" "2002" 494 6.2025355172 555
"1" "HOUSA00093SRH42" "HOUSA0000021032" "1" "2000" "93240985" "2002" 330 5.7990926545 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240985" "2002" 269 5.5947113796 555
"1" "HOUSA00093SRH42" "HOUSA0000021032" "1" "2000" "93240985" "2002" 334 5.811140993 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240985" "2002" 844 6.7381524946 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240985" "2002" 314 5.7493929859 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240985" "2002" 274 5.6131281064 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93240985" "2002" 274 5.6131281064 555
"0" "HOUSA00093SRH43" "HOUSA0000021032" "0" "2000" "93240985" "2002" 395 5.9788857649 555
"0" "HOUSA00093SRH44" "HOUSA0000021032" "0" "2000" "93240985" "2002" 330 5.7990926545 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240985" "2002" 527 6.2672005485 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240985" "2002" 285 5.6524891803 555
"0" "HOUSA00093SRH45" "HOUSA0000021032" "0" "2000" "93240985" "2002" 301 5.7071102647 555
"1" "HOUSA00093SSS02" "HOUSA0000021032" "1" "2000" "93241051" "2002" 336 5.81711116 555
"0" "HOUSA00093SSS03" "HOUSA0000021032" "0" "2000" "93241051" "2002" 426 6.0544393463 555
"0" "HOUSA00093SSS16" "HOUSA0000021032" "0" "2000" "93241051" "2002" 333 5.80814249 555
"0" "HOUSA00093SWL86" "HOUSA0000021032" "0" "2002" "93241051" "2004" 333 5.80814249 555
"0" "HOUSA00093SWL86" "HOUSA0000021032" "0" "2002" "93241051" "2004" 357 5.8777357818 555
"4" "HOUSA00093SWL86" "HOUSA0000021032" "1" "2002" "93241051" "2004" 64 4.1588830834 555
"0" "HOUSA00093SHV62" "HOUSA0000021032" "0" "1997" "93241097" "2003" 309 5.7333412769 555
"0" "HOUSA00093SOY19" "HOUSA0000021032" "0" "2000" "93241097" "2001" 330 5.7990926545 555
"0" "HOUSA00093SOY19" "HOUSA0000021032" "0" "2000" "93241097" "2002" 522 6.2576675879 555
"0" "HOUSA00093SOY29" "HOUSA0000021032" "0" "2000" "93241097" "2002" 268 5.5909869805 555
"1" "HOUSA00093SOY29" "HOUSA0000021032" "1" "2000" "93241097" "2002" 273 5.6094717952 555
"2" "HOUSA00093SOY29" "HOUSA0000021032" "1" "2000" "93241097" "2002" 451 6.1114673395 555
"0" "HOUSA00093SRF69" "HOUSA0000021032" "0" "2000" "93241097" "2002" 274 5.6131281064 555
"0" "HOUSA00093SRF69" "HOUSA0000021032" "0" "2000" "93241097" "2002" 339 5.8260001074 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93241097" "2002" 419 6.0378709199 555
"0" "HOUSA00093SRH42" "HOUSA0000021032" "0" "2000" "93241097" "2002" 448 6.1047932324 555
"1" "HOUSA00093SRH43" "HOUSA0000021032" "1" "2000" "93241097" "2002" 344 5.8406416574 555
"1" "HOUSA00093SRH44" "HOUSA0000021032" "1" "2000" "93241097" "2002" 324 5.7807435158 555
"1" "HOUSA00093SRH45" "HOUSA0000021032" "1" "2000" "93241097" "2002" 396 5.9814142113 555
"0" "HOUSA00085VHS58" "HOUSA0000021032" "0" "2001" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VHS58" "HOUSA0000021032" "0" "2001" "93360928" "2003" 330 5.7990926545 555
"0" "HOUSA00085VHS58" "HOUSA0000021032" "0" "2001" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VHZ51" "HOUSA0000021032" "0" "2002" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VHZ51" "HOUSA0000021032" "0" "2001" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VIC50" "HOUSA0000021032" "0" "2002" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VID78" "HOUSA0000021032" "0" "2002" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VID78" "HOUSA0000021032" "0" "2002" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00085VID78" "HOUSA0000021032" "0" "2002" "93360928" "2004" 330 5.7990926545 555
"0" "HOUSA00093SDC15" "HOUSA0000021032" "0" "1997" "93361096" "2004" 443 6.09356977 555
"0" "HOUSA00093SDL99" "HOUSA0000021032" "0" "1998" "93361096" "2004" 392 5.9712618398 555
"0" "HOUSA00093SJE50" "HOUSA0000021032" "0" "1999" "93361096" "2004" 283 5.6454468976 555
"0" "HOUSA00093SMF47" "HOUSA0000021032" "0" "1999" "93361096" "2004" 330 5.7990926545 555
"1" "HOUSA00093SMF48" "HOUSA0000021032" "1" "1999" "93361096" "2004" 330 5.7990926545 555
"0" "HOUSA00093SMF48" "HOUSA0000021032" "0" "1999" "93361096" "2004" 330 5.7990926545 555
"0" "HOUSA00093SMF49" "HOUSA0000021032" "0" "1999" "93361096" "2004" 330 5.7990926545 555
"1" "HOUSA00093SMF49" "HOUSA0000021032" "1" "1999" "93361096" "2004" 290 5.669880923 555
"0" "HOUSA00093SSE43" "HOUSA0000021032" "0" "2001" "93361096" "2003" 330 5.7990926545 555
"0" "HOUSA00093SDY75" "HOUSA0000021032" "0" "1996" "93390602" "2002" 542 6.2952660014 555
"0" "HOUSA00093SLI76" "HOUSA0000021032" "0" "1999" "93390602" "2001" 330 5.7990926545 555
"0" "HOUSA00093SOW96" "HOUSA0000021032" "0" "2000" "93390602" "2002" 291 5.6733232672 555
"0" "HOUSA00093SOW97" "HOUSA0000021032" "0" "2000" "93390602" "2002" 387 5.958424693 555
"1" "HOUSA00093SOW97" "HOUSA0000021032" "1" "2000" "93390602" "2002" 383 5.9480349892 555
"0" "HOUSA00093SOW97" "HOUSA0000021032" "0" "2000" "93390602" "2002" 543 6.2971093199 555
"1" "HOUSA00093SRC89" "HOUSA0000021032" "1" "2000" "93390602" "2002" 275 5.6167710977 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 171 5.1416635565 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 447 6.1025585946 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 765 6.6398758338 555
"1" "HOUSA00093SRC89" "HOUSA0000021032" "1" "2000" "93390602" "2002" 290 5.669880923 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 575 6.3543700408 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 381 5.9427993751 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 276 5.6204008657 555
"0" "HOUSA00093SRC89" "HOUSA0000021032" "0" "2000" "93390602" "2002" 431 6.0661080901 555
"0" "HOUSA00093SRC90" "HOUSA0000021032" "0" "2000" "93390602" "2002" 332 5.8051349689 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 540 6.2915691396 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 456 6.1224928095 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 714 6.5708829623 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 323 5.7776523232 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 153 5.0304379214 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 269 5.5947113796 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 554 6.3171646867 555
"2" "HOUSA00093SRD40" "HOUSA0000021032" "1" "2000" "93390602" "2002" 296 5.6903594543 555
"0" "HOUSA00093SRD40" "HOUSA0000021032" "0" "2000" "93390602" "2002" 278 5.6276211137 555
"0" "HOUSA00093SRD41" "HOUSA0000021032" "0" "2000" "93390602" "2002" 372 5.9188938543 555
"0" "HOUSA00093SRD41" "HOUSA0000021032" "0" "2000" "93390602" "2003" 457 6.1246833909 555
"0" "HOUSA00093SRD41" "HOUSA0000021032" "0" "2000" "93390602" "2002" 334 5.811140993 555
"3" "HOUSA00093SRD41" "HOUSA0000021032" "1" "2000" "93390602" "2002" 530 6.2728770065 555
"0" "HOUSA00093SRD41" "HOUSA0000021032" "0" "2000" "93390602" "2002" 351 5.8607862235 555
"0" "HOUSA00093SRD41" "HOUSA0000021032" "0" "2000" "93390602" "2003" 37 3.6109179126 555
"1" "HOUSA00093SRD41" "HOUSA0000021032" "1" "2000" "93390602" "2002" 693 6.5410299992 555
"0" "HOUSA00093SRD44" "HOUSA0000021032" "0" "2000" "93390602" "2002" 330 5.7990926545 555
"0" "HOUSA00093SRD44" "HOUSA0000021032" "0" "2000" "93390602" "2003" 294 5.6835797673 555
"0" "HOUSA00093SRD44" "HOUSA0000021032" "0" "2000" "93390602" "2002" 693 6.5410299992 555
"3" "HOUSA00093SRD44" "HOUSA0000021032" "1" "2000" "93390602" "2003" 858 6.7546040995 555
"0" "HOUSA00093SRD44" "HOUSA0000021032" "0" "2000" "93390602" "2002" 377 5.9322451874 555
"0" "HOUSA00093SRD44" "HOUSA0000021032" "0" "2000" "93390602" "2002" 761 6.6346333579 555
"1" "HOUSA00093SRL10" "HOUSA0000021032" "1" "2000" "93390602" "2002" 418 6.0354814325 555
"1" "HOUSA00093SRL10" "HOUSA0000021032" "1" "2000" "93390602" "2002" 511 6.2363695902 555
